sample_id,source_file,source_group,class_id,class_name,split,sample_rate,channels,duration,num_samples,start_sample,end_sample
background_noise_00079.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block079,2,background_noise,train,16000,1,1.0,16000,1264000,1280000
background_noise_00080.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block080,2,background_noise,train,16000,1,1.0,16000,1280000,1296000
background_noise_00081.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block081,2,background_noise,validation,16000,1,1.0,16000,1296000,1312000
background_noise_00082.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block082,2,background_noise,train,16000,1,1.0,16000,1312000,1328000
background_noise_00083.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block083,2,background_noise,test,16000,1,1.0,16000,1328000,1344000
background_noise_00084.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block084,2,background_noise,train,16000,1,1.0,16000,1344000,1360000
background_noise_00085.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block085,2,background_noise,train,16000,1,1.0,16000,1360000,1376000
background_noise_00086.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block086,2,background_noise,train,16000,1,1.0,16000,1376000,1392000
background_noise_00087.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block087,2,background_noise,train,16000,1,1.0,16000,1392000,1408000
background_noise_00088.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block088,2,background_noise,train,16000,1,1.0,16000,1408000,1424000
background_noise_00089.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block089,2,background_noise,test,16000,1,1.0,16000,1424000,1440000
background_noise_00090.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block090,2,background_noise,train,16000,1,1.0,16000,1440000,1456000
background_noise_00091.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block091,2,background_noise,train,16000,1,1.0,16000,1456000,1472000
background_noise_00092.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block092,2,background_noise,validation,16000,1,1.0,16000,1472000,1488000
background_noise_00093.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block093,2,background_noise,train,16000,1,1.0,16000,1488000,1504000
background_noise_00094.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block094,2,background_noise,train,16000,1,1.0,16000,1504000,1520000
background_noise_00095.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block095,2,background_noise,train,16000,1,1.0,16000,1520000,1536000
background_noise_00096.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block096,2,background_noise,train,16000,1,1.0,16000,1536000,1552000
background_noise_00097.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block097,2,background_noise,train,16000,1,1.0,16000,1552000,1568000
background_noise_00098.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block098,2,background_noise,test,16000,1,1.0,16000,1568000,1584000
background_noise_00099.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block099,2,background_noise,train,16000,1,1.0,16000,1584000,1600000
background_noise_00100.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block100,2,background_noise,train,16000,1,1.0,16000,1600000,1616000
background_noise_00101.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block101,2,background_noise,train,16000,1,1.0,16000,1616000,1632000
background_noise_00102.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block102,2,background_noise,train,16000,1,1.0,16000,1632000,1648000
background_noise_00103.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block103,2,background_noise,test,16000,1,1.0,16000,1648000,1664000
background_noise_00104.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block104,2,background_noise,train,16000,1,1.0,16000,1664000,1680000
background_noise_00105.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block105,2,background_noise,train,16000,1,1.0,16000,1680000,1696000
background_noise_00106.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block106,2,background_noise,train,16000,1,1.0,16000,1696000,1712000
background_noise_00107.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block107,2,background_noise,train,16000,1,1.0,16000,1712000,1728000
background_noise_00108.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block108,2,background_noise,validation,16000,1,1.0,16000,1728000,1744000
background_noise_00109.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block109,2,background_noise,validation,16000,1,1.0,16000,1744000,1760000
background_noise_00110.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block110,2,background_noise,train,16000,1,1.0,16000,1760000,1776000
background_noise_00111.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block111,2,background_noise,test,16000,1,1.0,16000,1776000,1792000
background_noise_00112.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block112,2,background_noise,test,16000,1,1.0,16000,1792000,1808000
background_noise_00113.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block113,2,background_noise,train,16000,1,1.0,16000,1808000,1824000
background_noise_00114.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block114,2,background_noise,validation,16000,1,1.0,16000,1824000,1840000
background_noise_00115.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block115,2,background_noise,test,16000,1,1.0,16000,1840000,1856000
background_noise_00116.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block116,2,background_noise,train,16000,1,1.0,16000,1856000,1872000
background_noise_00117.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block117,2,background_noise,train,16000,1,1.0,16000,1872000,1888000
background_noise_00118.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block118,2,background_noise,validation,16000,1,1.0,16000,1888000,1904000
background_noise_00119.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block119,2,background_noise,test,16000,1,1.0,16000,1904000,1920000
background_noise_00120.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block120,2,background_noise,train,16000,1,1.0,16000,1920000,1936000
background_noise_00121.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block121,2,background_noise,train,16000,1,1.0,16000,1936000,1952000
background_noise_00122.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block122,2,background_noise,train,16000,1,1.0,16000,1952000,1968000
background_noise_00123.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block123,2,background_noise,train,16000,1,1.0,16000,1968000,1984000
background_noise_00124.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block124,2,background_noise,train,16000,1,1.0,16000,1984000,2000000
background_noise_00125.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block125,2,background_noise,train,16000,1,1.0,16000,2000000,2016000
background_noise_00126.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block126,2,background_noise,train,16000,1,1.0,16000,2016000,2032000
background_noise_00127.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block127,2,background_noise,validation,16000,1,1.0,16000,2032000,2048000
background_noise_00128.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block128,2,background_noise,test,16000,1,1.0,16000,2048000,2064000
background_noise_00129.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block129,2,background_noise,train,16000,1,1.0,16000,2064000,2080000
background_noise_00130.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block130,2,background_noise,test,16000,1,1.0,16000,2080000,2096000
background_noise_00131.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block131,2,background_noise,train,16000,1,1.0,16000,2096000,2112000
background_noise_00132.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block132,2,background_noise,train,16000,1,1.0,16000,2112000,2128000
background_noise_00133.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block133,2,background_noise,train,16000,1,1.0,16000,2128000,2144000
background_noise_00134.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block134,2,background_noise,validation,16000,1,1.0,16000,2144000,2160000
background_noise_00135.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block135,2,background_noise,validation,16000,1,1.0,16000,2160000,2176000
background_noise_00136.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block136,2,background_noise,train,16000,1,1.0,16000,2176000,2192000
background_noise_00137.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block137,2,background_noise,train,16000,1,1.0,16000,2192000,2208000
background_noise_00138.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block138,2,background_noise,train,16000,1,1.0,16000,2208000,2224000
background_noise_00139.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block139,2,background_noise,test,16000,1,1.0,16000,2224000,2240000
background_noise_00140.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block140,2,background_noise,train,16000,1,1.0,16000,2240000,2256000
background_noise_00141.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block141,2,background_noise,validation,16000,1,1.0,16000,2256000,2272000
background_noise_00142.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block142,2,background_noise,train,16000,1,1.0,16000,2272000,2288000
background_noise_00143.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block143,2,background_noise,test,16000,1,1.0,16000,2288000,2304000
background_noise_00144.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block144,2,background_noise,validation,16000,1,1.0,16000,2304000,2320000
background_noise_00145.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block145,2,background_noise,validation,16000,1,1.0,16000,2320000,2336000
background_noise_00146.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block146,2,background_noise,test,16000,1,1.0,16000,2336000,2352000
background_noise_00147.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block147,2,background_noise,test,16000,1,1.0,16000,2352000,2368000
background_noise_00148.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block148,2,background_noise,validation,16000,1,1.0,16000,2368000,2384000
background_noise_00149.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block149,2,background_noise,train,16000,1,1.0,16000,2384000,2400000
background_noise_00150.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block150,2,background_noise,train,16000,1,1.0,16000,2400000,2416000
background_noise_00151.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block151,2,background_noise,test,16000,1,1.0,16000,2416000,2432000
background_noise_00152.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block152,2,background_noise,validation,16000,1,1.0,16000,2432000,2448000
background_noise_00153.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block153,2,background_noise,train,16000,1,1.0,16000,2448000,2464000
background_noise_00154.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block154,2,background_noise,train,16000,1,1.0,16000,2464000,2480000
background_noise_00155.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block155,2,background_noise,train,16000,1,1.0,16000,2480000,2496000
background_noise_00156.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block156,2,background_noise,train,16000,1,1.0,16000,2496000,2512000
background_noise_00157.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block157,2,background_noise,validation,16000,1,1.0,16000,2512000,2528000
background_noise_00158.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block158,2,background_noise,train,16000,1,1.0,16000,2528000,2544000
background_noise_00159.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block159,2,background_noise,test,16000,1,1.0,16000,2544000,2560000
background_noise_00160.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block160,2,background_noise,test,16000,1,1.0,16000,2560000,2576000
background_noise_00161.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block161,2,background_noise,train,16000,1,1.0,16000,2576000,2592000
background_noise_00162.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block162,2,background_noise,train,16000,1,1.0,16000,2592000,2608000
background_noise_00163.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block163,2,background_noise,test,16000,1,1.0,16000,2608000,2624000
background_noise_00164.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block164,2,background_noise,train,16000,1,1.0,16000,2624000,2640000
background_noise_00165.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block165,2,background_noise,train,16000,1,1.0,16000,2640000,2656000
background_noise_00166.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block166,2,background_noise,train,16000,1,1.0,16000,2656000,2672000
background_noise_00167.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block167,2,background_noise,train,16000,1,1.0,16000,2672000,2688000
background_noise_00168.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block168,2,background_noise,train,16000,1,1.0,16000,2688000,2704000
background_noise_00169.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block169,2,background_noise,train,16000,1,1.0,16000,2704000,2720000
background_noise_00170.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block170,2,background_noise,validation,16000,1,1.0,16000,2720000,2736000
background_noise_00171.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block171,2,background_noise,train,16000,1,1.0,16000,2736000,2752000
background_noise_00172.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block172,2,background_noise,validation,16000,1,1.0,16000,2752000,2768000
background_noise_00173.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block173,2,background_noise,test,16000,1,1.0,16000,2768000,2784000
background_noise_00174.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block174,2,background_noise,validation,16000,1,1.0,16000,2784000,2800000
background_noise_00175.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block175,2,background_noise,train,16000,1,1.0,16000,2800000,2816000
background_noise_00176.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block176,2,background_noise,validation,16000,1,1.0,16000,2816000,2832000
background_noise_00177.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block177,2,background_noise,train,16000,1,1.0,16000,2832000,2848000
background_noise_00178.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block178,2,background_noise,validation,16000,1,1.0,16000,2848000,2864000
background_noise_00179.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block179,2,background_noise,train,16000,1,1.0,16000,2864000,2880000
background_noise_00180.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block180,2,background_noise,train,16000,1,1.0,16000,2880000,2896000
background_noise_00181.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block181,2,background_noise,train,16000,1,1.0,16000,2896000,2912000
background_noise_00182.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block182,2,background_noise,train,16000,1,1.0,16000,2912000,2928000
background_noise_00183.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block183,2,background_noise,test,16000,1,1.0,16000,2928000,2944000
background_noise_00184.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block184,2,background_noise,train,16000,1,1.0,16000,2944000,2960000
background_noise_00185.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block185,2,background_noise,train,16000,1,1.0,16000,2960000,2976000
background_noise_00186.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block186,2,background_noise,test,16000,1,1.0,16000,2976000,2992000
background_noise_00187.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block187,2,background_noise,train,16000,1,1.0,16000,2992000,3008000
background_noise_00188.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block188,2,background_noise,validation,16000,1,1.0,16000,3008000,3024000
background_noise_00189.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block189,2,background_noise,train,16000,1,1.0,16000,3024000,3040000
background_noise_00190.wav,dataset\raw\background_noise\background_noise_raw.wav,background_block190,2,background_noise,train,16000,1,1.0,16000,3040000,3056000
target_word_00191.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk000,0,target_word,train,16000,1,1.0,16000,0,16000
target_word_00192.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk001,0,target_word,test,16000,1,1.0,16000,16000,32000
target_word_00193.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk002,0,target_word,train,16000,1,1.0,16000,32000,48000
target_word_00194.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk003,0,target_word,train,16000,1,1.0,16000,48000,64000
target_word_00195.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk004,0,target_word,train,16000,1,1.0,16000,64000,80000
target_word_00196.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk005,0,target_word,train,16000,1,1.0,16000,80000,96000
target_word_00197.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk006,0,target_word,train,16000,1,1.0,16000,96000,112000
target_word_00198.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk007,0,target_word,train,16000,1,1.0,16000,112000,128000
target_word_00199.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk008,0,target_word,validation,16000,1,1.0,16000,128000,144000
target_word_00200.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk009,0,target_word,train,16000,1,1.0,16000,144000,160000
target_word_00201.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk010,0,target_word,train,16000,1,1.0,16000,160000,176000
target_word_00202.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk011,0,target_word,train,16000,1,1.0,16000,176000,192000
target_word_00203.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk012,0,target_word,train,16000,1,1.0,16000,192000,208000
target_word_00204.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk013,0,target_word,validation,16000,1,1.0,16000,208000,224000
target_word_00205.wav,dataset\raw\target_word\target_words_raw.wav,target_chunk014,0,target_word,test,16000,1,1.0,16000,224000,240000
